PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,YEAR,DISTRICT
96.25,26.46,10.57,2.01,45.32,7.06,0.57,43.81,2.41,1.07,0.03,18.76,8.4,2009.0,Katni
96.25,26.47,11.08,1.85,46.23,5.65,0.56,49.05,2.66,1.08,0.03,18.66,8.39,2010.0,Katni
96.23,25.24,11.28,1.84,45.45,2.58,0.54,45.76,3.35,1.04,0.03,18.08,8.14,2011.0,Katni
96.22,25.25,10.63,2.03,46.73,3.84,0.55,47.95,3.19,1.04,0.03,18.19,8.14,2012.0,Katni
96.24,24.84,11.82,1.92,47.09,4.04,0.53,50.97,4.49,1.01,0.03,17.55,7.89,2013.0,Katni
96.33,25.34,11.28,1.99,47.75,3.91,0.55,48.95,2.65,1.05,0.03,18.19,8.18,2014.0,Katni
96.39,25.48,11.52,1.92,45.64,4.02,0.54,48.34,2.83,1.03,0.03,18.09,8.11,2015.0,Katni
96.29,25.77,11.23,1.93,46.19,4.58,0.54,51.29,3.91,1.02,0.03,17.86,8.0,2016.0,Katni
96.28,26.56,10.59,1.98,46.77,3.57,0.56,44.85,2.13,1.06,0.03,18.59,8.32,2017.0,Katni
96.27,26.13,10.58,2.04,46.17,4.58,0.54,44.63,2.91,1.01,0.03,17.83,7.99,2018.0,Katni
97.29,27.96,10.31,2.35,46.75,7.14,0.56,43.9,1.67,1.1,0.03,18.96,8.61,2001.0,Khandwa
97.34,28.18,10.14,2.56,47.52,7.43,0.57,39.93,1.89,1.11,0.03,19.09,8.66,2002.0,Khandwa
97.36,27.22,11.35,2.46,46.33,7.02,0.56,43.34,3.2,1.11,0.03,18.97,8.61,2003.0,Khandwa
97.35,27.69,10.88,2.4,45.82,8.08,0.58,42.08,2.1,1.13,0.03,19.43,8.82,2004.0,Khandwa
97.33,27.51,10.44,2.37,45.81,8.26,0.57,42.43,2.34,1.11,0.03,19.15,8.66,2005.0,Khandwa
97.34,27.32,11.64,2.24,46.69,8.13,0.55,45.27,3.51,1.09,0.03,18.65,8.48,2006.0,Khandwa
97.3,27.45,11.1,2.19,46.22,9.43,0.57,44.44,2.53,1.12,0.03,19.22,8.71,2007.0,Khandwa
97.3,27.89,10.38,2.34,45.38,6.26,0.56,45.14,1.63,1.08,0.03,18.75,8.47,2008.0,Khandwa
97.31,28.21,11.11,2.36,46.35,9.07,0.57,41.7,2.69,1.1,0.03,19.2,8.65,2009.0,Khandwa
97.29,27.92,12.03,2.26,46.69,7.35,0.56,46.73,2.6,1.11,0.03,18.95,8.62,2010.0,Khandwa
97.28,27.32,11.14,2.27,45.87,5.39,0.55,42.99,2.6,1.07,0.03,18.6,8.41,2011.0,Khandwa
97.29,27.21,10.76,2.5,45.46,6.43,0.55,46.32,2.49,1.07,0.03,18.58,8.39,2012.0,Khandwa
97.3,26.72,11.89,2.47,47.02,5.82,0.52,48.74,3.77,1.02,0.03,17.58,7.96,2013.0,Khandwa
97.41,27.94,11.15,2.47,46.69,6.02,0.56,45.02,2.28,1.08,0.03,18.73,8.47,2014.0,Khandwa
97.46,27.41,11.41,2.33,47.12,6.91,0.55,44.85,3.32,1.06,0.03,18.49,8.35,2015.0,Khandwa
97.38,27.34,10.89,2.32,48.38,6.65,0.55,48.48,3.22,1.07,0.03,18.6,8.39,2016.0,Khandwa
97.36,27.35,10.93,2.25,45.94,5.49,0.56,44.11,2.96,1.09,0.03,19.0,8.54,2017.0,Khandwa
97.36,27.93,10.1,2.32,46.9,5.37,0.55,41.61,2.13,1.04,0.03,18.45,8.28,2018.0,Khandwa
97.15,28.06,10.15,2.51,46.37,7.33,0.57,40.27,1.4,1.11,0.03,19.15,8.67,2001.0,Khargone
97.2,28.13,10.11,2.7,47.6,7.92,0.57,36.67,1.69,1.1,0.03,19.2,8.69,2002.0,Khargone
97.21,27.15,11.34,2.57,45.64,7.16,0.57,40.24,2.9,1.1,0.03,19.06,8.62,2003.0,Khargone
97.21,27.56,10.9,2.53,45.39,8.32,0.57,41.09,2.05,1.11,0.03,19.26,8.73,2004.0,Khargone
97.19,27.32,10.45,2.46,45.51,8.48,0.57,39.59,2.27,1.11,0.03,19.3,8.7,2005.0,Khargone
97.19,27.23,11.56,2.38,46.15,8.23,0.56,41.2,3.01,1.08,0.03,18.71,8.48,2006.0,Khargone
97.16,27.38,11.12,2.31,45.99,9.72,0.58,40.39,2.41,1.11,0.03,19.34,8.74,2007.0,Khargone
97.15,27.79,10.36,2.49,45.32,6.68,0.56,40.87,1.53,1.07,0.03,18.82,8.47,2008.0,Khargone
97.17,28.21,11.1,2.52,46.52,9.06,0.58,37.33,2.4,1.11,0.03,19.37,8.71,2009.0,Khargone
97.15,27.82,12.04,2.38,46.56,7.56,0.56,44.36,2.41,1.1,0.03,18.99,8.61,2010.0,Khargone
97.14,27.27,11.06,2.4,44.92,5.5,0.56,38.64,2.32,1.07,0.03,18.78,8.46,2011.0,Khargone
97.15,27.21,10.68,2.65,44.68,5.91,0.55,42.24,2.14,1.06,0.03,18.65,8.38,2012.0,Khargone
97.16,26.53,11.81,2.62,45.97,6.63,0.53,45.32,3.44,1.02,0.03,17.72,8.0,2013.0,Khargone
97.26,27.79,11.11,2.58,46.37,6.56,0.56,41.08,2.09,1.08,0.03,18.86,8.5,2014.0,Khargone
97.31,27.51,11.3,2.44,46.42,6.77,0.55,41.95,2.91,1.06,0.03,18.58,8.36,2015.0,Khargone
97.24,27.41,10.75,2.47,48.28,6.63,0.56,44.09,2.33,1.07,0.03,18.67,8.39,2016.0,Khargone
97.22,27.45,10.83,2.41,45.35,6.24,0.56,42.78,2.43,1.08,0.03,18.91,8.48,2017.0,Khargone
97.21,28.08,9.94,2.46,46.26,5.69,0.55,41.37,1.72,1.04,0.03,18.52,8.29,2018.0,Khargone
94.04,24.93,10.8,2.18,45.04,5.89,0.53,54.04,3.92,1.04,0.03,17.77,8.03,2001.0,Mandla
94.08,25.52,10.24,2.27,44.75,6.71,0.55,50.06,2.88,1.07,0.03,18.37,8.3,2002.0,Mandla
94.09,25.02,11.14,2.22,45.88,5.51,0.53,54.27,4.33,1.05,0.03,17.8,8.07,2003.0,Mandla
94.1,24.76,11.0,2.05,43.94,5.04,0.56,47.88,3.32,1.08,0.03,18.58,8.38,2004.0,Mandla
94.08,24.71,10.8,2.06,44.69,5.93,0.54,52.77,4.48,1.05,0.03,18.01,8.1,2005.0,Mandla
94.09,25.45,11.13,2.09,43.86,6.01,0.54,50.7,2.95,1.06,0.03,17.99,8.14,2006.0,Mandla
94.07,24.97,10.87,2.07,43.69,8.48,0.55,48.35,3.47,1.06,0.03,18.32,8.25,2007.0,Mandla
94.05,24.97,10.72,2.02,43.7,4.55,0.54,49.53,3.39,1.04,0.03,18.12,8.15,2008.0,Mandla
94.06,25.94,10.62,2.03,44.73,7.91,0.56,46.71,3.09,1.08,0.03,18.68,8.38,2009.0,Mandla
94.06,25.9,11.2,1.99,45.0,6.09,0.55,51.3,3.57,1.08,0.03,18.48,8.34,2010.0,Mandla
94.04,24.75,11.25,1.99,43.74,3.41,0.53,47.8,4.26,1.03,0.03,17.87,8.04,2011.0,Mandla
94.03,24.77,10.64,2.11,45.15,3.86,0.53,50.56,3.8,1.03,0.03,17.82,7.99,2012.0,Mandla
94.04,24.59,11.75,2.06,45.55,4.37,0.51,52.83,5.2,0.99,0.03,17.15,7.73,2013.0,Mandla
94.14,24.7,11.49,2.13,46.36,4.85,0.54,52.25,3.47,1.03,0.03,17.9,8.06,2014.0,Mandla
94.2,25.0,11.54,2.03,44.69,5.1,0.53,52.25,3.05,1.02,0.03,17.83,8.01,2015.0,Mandla
94.1,25.45,11.12,2.01,44.35,4.47,0.53,53.35,3.25,1.02,0.03,17.68,7.94,2016.0,Mandla
94.1,25.95,10.67,1.96,44.73,4.77,0.55,46.42,2.66,1.06,0.03,18.52,8.29,2017.0,Mandla
94.1,25.47,10.53,2.07,44.52,3.83,0.53,46.5,2.8,1.01,0.03,17.73,7.94,2018.0,Mandla
95.86,26.67,9.29,2.56,44.59,6.51,0.59,39.31,1.6,1.11,0.03,19.54,8.71,2001.0,Mandsaur
95.9,27.31,8.92,2.76,46.07,5.17,0.6,37.16,1.29,1.11,0.03,19.75,8.8,2002.0,Mandsaur
95.91,26.29,10.22,2.65,44.16,6.26,0.59,39.14,1.93,1.1,0.03,19.3,8.61,2003.0,Mandsaur
95.91,26.62,10.02,2.55,44.2,5.99,0.6,37.48,1.97,1.12,0.03,19.74,8.81,2004.0,Mandsaur
95.9,26.01,9.67,2.45,44.15,4.99,0.6,37.3,1.96,1.12,0.03,19.71,8.77,2005.0,Mandsaur
95.89,26.41,10.71,2.45,44.81,7.02,0.58,37.39,2.76,1.09,0.03,19.14,8.56,2006.0,Mandsaur
95.86,26.44,10.23,2.43,44.82,7.55,0.59,36.76,2.08,1.11,0.03,19.58,8.75,2007.0,Mandsaur
95.86,26.25,9.97,2.59,43.31,4.69,0.58,39.78,1.69,1.08,0.03,19.11,8.52,2008.0,Mandsaur
95.88,27.06,10.32,2.56,45.12,9.05,0.6,36.43,1.92,1.11,0.03,19.67,8.76,2009.0,Mandsaur
95.85,26.78,11.0,2.45,46.61,7.07,0.59,38.93,2.33,1.11,0.03,19.43,8.68,2010.0,Mandsaur
95.84,25.93,10.68,2.47,44.81,4.06,0.58,36.52,2.57,1.08,0.03,19.13,8.55,2011.0,Mandsaur
95.86,25.53,10.1,2.63,43.96,4.07,0.58,39.05,2.32,1.07,0.03,18.95,8.44,2012.0,Mandsaur
95.88,25.16,11.04,2.46,45.15,4.13,0.55,42.82,2.91,1.04,0.03,18.28,8.17,2013.0,Mandsaur
95.97,26.17,10.4,2.56,44.86,4.9,0.58,36.1,2.06,1.09,0.03,19.25,8.59,2014.0,Mandsaur
96.0,26.19,10.36,2.61,45.62,5.81,0.57,37.68,2.35,1.06,0.03,18.92,8.43,2015.0,Mandsaur
95.93,26.13,10.36,2.46,47.48,6.19,0.57,39.48,3.14,1.07,0.03,18.94,8.44,2016.0,Mandsaur
95.92,26.27,10.16,2.53,44.48,4.17,0.58,46.15,2.15,1.08,0.03,19.05,8.48,2017.0,Mandsaur
95.91,26.57,9.56,2.5,45.97,5.02,0.57,46.43,1.89,1.04,0.03,18.65,8.29,2018.0,Mandsaur
98.67,27.07,9.22,1.91,48.2,4.43,0.59,37.34,1.75,1.1,0.03,19.23,8.68,2001.0,Morena
98.69,28.0,8.48,2.09,48.04,3.44,0.6,36.09,1.34,1.1,0.03,19.56,8.79,2002.0,Morena
98.74,26.91,9.63,1.88,48.14,3.93,0.57,43.21,1.58,1.06,0.03,18.5,8.36,2003.0,Morena
98.72,27.41,9.61,2.1,47.3,4.43,0.59,38.86,1.6,1.09,0.03,19.24,8.67,2004.0,Morena
98.72,27.0,9.35,2.06,47.41,4.69,0.59,37.41,1.51,1.09,0.03,19.11,8.57,2005.0,Morena
98.71,28.13,9.64,2.14,47.24,3.63,0.58,40.05,1.34,1.08,0.03,18.83,8.5,2006.0,Morena
98.69,27.61,9.53,2.11,47.41,4.0,0.58,37.27,1.35,1.08,0.03,18.89,8.52,2007.0,Morena
98.69,25.99,10.73,1.82,45.02,2.71,0.57,40.61,2.4,1.04,0.03,18.39,8.3,2008.0,Morena
98.69,27.87,9.61,2.05,47.07,5.44,0.6,35.61,1.56,1.1,0.03,19.37,8.72,2009.0,Morena
98.69,27.12,10.42,1.87,48.24,4.14,0.58,40.42,2.04,1.07,0.03,18.73,8.45,2010.0,Morena
98.68,26.0,10.75,1.83,47.67,1.81,0.58,35.21,2.2,1.07,0.03,18.84,8.52,2011.0,Morena
98.67,25.92,9.53,2.06,48.46,1.83,0.57,38.32,2.17,1.05,0.03,18.64,8.37,2012.0,Morena
98.72,25.43,10.93,1.93,47.64,0.74,0.57,38.79,2.8,1.05,0.03,18.49,8.35,2013.0,Morena
98.79,26.51,9.83,1.97,49.28,4.09,0.58,37.39,1.92,1.09,0.03,18.97,8.58,2014.0,Morena
98.85,26.67,9.94,1.89,46.7,3.67,0.58,36.01,1.91,1.07,0.03,18.93,8.52,2015.0,Morena
98.73,27.26,9.98,1.79,47.63,4.53,0.58,38.95,2.02,1.06,0.03,18.69,8.42,2016.0,Morena
98.72,27.85,9.4,1.95,47.33,3.14,0.58,47.71,1.39,1.06,0.03,18.7,8.42,2017.0,Morena
98.71,26.66,10.16,1.95,47.15,2.94,0.56,48.68,2.36,1.03,0.03,18.33,8.27,2018.0,Morena
96.39,26.23,10.59,2.13,47.07,6.53,0.55,50.33,3.06,1.08,0.03,18.33,8.33,2001.0,Narsinghpur
96.41,27.19,10.03,2.28,46.81,5.98,0.56,45.98,2.81,1.09,0.03,18.71,8.48,2002.0,Narsinghpur
96.44,26.37,11.15,2.19,47.25,6.01,0.54,49.48,4.0,1.07,0.03,18.2,8.27,2003.0,Narsinghpur
96.43,26.95,10.52,2.16,46.53,5.8,0.57,44.71,2.74,1.11,0.03,18.99,8.6,2004.0,Narsinghpur
96.42,26.45,10.43,2.13,46.01,6.61,0.56,48.05,3.94,1.09,0.03,18.67,8.43,2005.0,Narsinghpur
96.42,26.66,11.34,2.05,46.18,6.67,0.55,49.42,4.93,1.07,0.03,18.25,8.31,2006.0,Narsinghpur
96.4,26.63,10.68,2.03,45.74,8.62,0.56,47.47,3.15,1.1,0.03,18.84,8.52,2007.0,Narsinghpur
96.4,26.32,10.68,2.0,44.52,4.71,0.55,47.52,2.8,1.07,0.03,18.51,8.36,2008.0,Narsinghpur
96.4,27.02,10.89,2.05,46.27,8.37,0.56,45.15,3.47,1.09,0.03,18.87,8.51,2009.0,Narsinghpur
96.39,26.94,11.45,1.97,47.04,5.9,0.56,49.7,3.14,1.09,0.03,18.68,8.47,2010.0,Narsinghpur
96.38,26.38,11.07,2.04,46.01,2.77,0.55,45.48,4.17,1.06,0.03,18.29,8.28,2011.0,Narsinghpur
96.37,26.37,10.44,2.21,46.2,4.51,0.55,48.18,3.6,1.05,0.03,18.21,8.21,2012.0,Narsinghpur
96.38,26.04,11.78,2.14,47.3,3.58,0.51,50.85,4.9,1.0,0.03,17.21,7.79,2013.0,Narsinghpur
96.48,26.7,11.15,2.24,48.14,4.89,0.55,49.01,2.95,1.07,0.03,18.5,8.37,2014.0,Narsinghpur
96.54,26.52,11.41,2.14,47.26,5.06,0.54,48.96,3.53,1.04,0.03,18.06,8.15,2015.0,Narsinghpur
96.44,26.9,10.83,2.1,47.31,5.14,0.55,50.02,4.12,1.05,0.03,18.22,8.21,2016.0,Narsinghpur
96.43,27.17,10.58,2.07,47.07,3.63,0.57,42.66,2.45,1.08,0.03,18.88,8.49,2017.0,Narsinghpur
96.43,27.01,10.27,2.17,47.18,4.77,0.54,42.37,2.8,1.02,0.03,17.96,8.05,2018.0,Narsinghpur
95.69,26.29,9.23,2.46,44.44,5.67,0.59,39.31,1.68,1.11,0.03,19.54,8.71,2001.0,Neemuch
95.72,27.27,8.64,2.69,45.31,4.93,0.6,37.16,1.13,1.11,0.03,19.75,8.8,2002.0,Neemuch
95.73,26.41,9.79,2.59,44.46,5.27,0.59,39.14,1.54,1.1,0.03,19.3,8.61,2003.0,Neemuch
95.74,26.52,9.83,2.48,44.3,5.01,0.6,37.48,1.87,1.12,0.03,19.74,8.81,2004.0,Neemuch
